Product Name,Company,Export Country,Date,Units Sold,unit_price,Profit per unit,Export Value,Destination Port,Transportation Mode,Profit,Country,Latitude,Longitude
Cassava,Greenfield Agro Exporters Nigeria Limited,Switzerland,2023-09-20,681,26580.76,8722.94,18101497.56,Warri,Sea,231862374.6344,Switzerland,46.818188,8.2275
Plantain,Agro Allied Exporters Nigeria Limited,Switzerland,2020-12-20,222,17101.55,9701.85,3796544.1,Calabar,Sea,165916672.8675,Switzerland,46.818188,8.2275
Ginger,Nigeria Agro Export Company,Netherlands,2020-07-25,443,27640.45,7433.24,12244719.35,Calabar,Sea,205458098.558,Netherlands,52.377956,4.897976
Cassava,Prime Agro Exports Nigeria Limited,France,2021-03-13,928,38172.49,7185.46,35424070.72,Lagos,Sea,274286899.9954,France,48.856614,2.352221
Cassava,Nigeria Agro Export Company,Switzerland,2020-09-05,242,31257.41,4475.98,7564293.22,Lagos,Sea,139907542.0118,Switzerland,46.818188,8.2275
Palm Oil,Greenfield Agro Exporters Nigeria Limited,Spain,2022-10-28,485,21156.93,3688.43,10261111.05,Calabar,Sea,78035855.31989999,Spain,40.463831,-3.749225
Palm Oil,Agro Allied Exporters Nigeria Limited,Spain,2023-08-20,863,49549.96,4979.97,42761615.48,Lagos,Sea,246757314.3012,Spain,40.463831,-3.749225
Cocoa,Agro Allied Exporters Nigeria Limited,Spain,2021-08-07,231,37383.65,6025.9,8635623.15,Lagos,Sea,225270136.535,Spain,40.463831,-3.749225
Cassava,Solid Agro Nigeria Limited,France,2020-11-30,165,30565.62,6590.04,5043327.3,Lagos,Sea,201428658.42479998,France,48.856614,2.352221
Palm Oil,Greenfield Agro Exporters Nigeria Limited,Germany,2021-07-24,169,36340.15,4211.5,6141485.35,Calabar,Sea,153046541.725,Germany,51.165691,10.451526
Cassava,Nigerian Export Promotion Council (NEPC),Germany,2021-03-16,634,20602.99,5428.66,13062295.66,Calabar,Sea,111846627.69340001,Germany,51.165691,10.451526
Sesame,Farmgate Nigeria Limited,Germany,2022-02-25,180,35098.42,3193.55,6317715.6,Warri,Sea,112088559.191,Germany,51.165691,10.451526
Cashew,Agriplus Nigeria Limited,Netherlands,2021-08-18,109,37687.33,8794.43,4107918.97,Warri,Sea,331438585.5719,Netherlands,52.377956,4.897976
Sesame,Solid Agro Nigeria Limited,Austria,2023-04-14,495,49344.94,3262.03,24425745.3,Lagos,Sea,160964674.62820002,Austria,47.516236,14.550072
Cashew,Agro Export Nigeria Ltd,France,2021-12-25,595,49952.76,3880.69,29721892.2,Calabar,Sea,193851176.2044,France,48.856614,2.352221
Cocoa,Golden Farms Nigeria Limited,Austria,2023-11-25,881,41023.6,9427.3,36141791.6,Port Harcourt,Sea,386741784.28,Austria,47.516236,14.550072
Plantain,Nigerian Export Promotion Council (NEPC),Denmark,2021-02-04,760,21238.1,8712.13,16140956.0,Lagos,Sea,185029088.15299997,Denmark,56.2563,9.568083
Sesame,Solid Agro Nigeria Limited,Sweden,2021-02-02,212,13659.53,4407.05,2895820.36,Lagos,Sea,60198231.686500005,Sweden,59.334732,18.057936
Plantain,Prime Agro Exports Nigeria Limited,Denmark,2020-07-19,492,23415.71,3262.88,11520529.32,Port Harcourt,Sea,76402651.8448,Denmark,56.2563,9.568083
Ginger,Solid Agro Nigeria Limited,Spain,2021-05-09,539,44640.26,6879.9,24061100.14,Lagos,Sea,307120524.774,Spain,40.463831,-3.749225
Cassava,Nigerian Export Promotion Council (NEPC),Switzerland,2022-12-23,795,11706.54,3838.45,9306699.3,Lagos,Sea,44934968.463,Switzerland,46.818188,8.2275
Rubber,Nigerian Export Promotion Council (NEPC),Italy,2022-07-16,995,19174.71,7622.54,19078836.45,Calabar,Sea,146159993.9634,Italy,41.890238,12.496365
Cassava,Agro Allied Exporters Nigeria Limited,Sweden,2022-06-03,926,41066.23,7386.88,38027328.98,Calabar,Sea,303351313.06240004,Sweden,59.334732,18.057936
Cashew,Nigeria Agro Export Company,Italy,2020-03-04,537,18603.64,5520.33,9990154.68,Warri,Sea,102698232.00119999,Italy,41.890238,12.496365
Cassava,Greenfield Agro Exporters Nigeria Limited,Spain,2021-12-06,364,20676.03,6076.57,7526074.92,Lagos,Sea,125639343.61709999,Spain,40.463831,-3.749225
Cocoa,Farmgate Nigeria Limited,France,2021-08-31,296,15129.48,8612.34,4478326.08,Lagos,Sea,130300225.7832,France,48.856614,2.352221
Cashew,Prime Agro Exports Nigeria Limited,France,2020-07-18,647,24424.61,4660.79,15802722.67,Calabar,Sea,113837978.04190001,France,48.856614,2.352221
Palm Oil,Agriplus Nigeria Limited,Netherlands,2020-08-12,988,41728.32,4505.7,41227580.16,Lagos,Sea,188015291.424,Netherlands,52.377956,4.897976
Cashew,Greenfield Agro Exporters Nigeria Limited,Denmark,2020-07-12,774,24784.46,6047.25,19183172.04,Lagos,Sea,149877825.73499998,Denmark,56.2563,9.568083
Sesame,Solid Agro Nigeria Limited,Belgium,2021-10-16,181,12844.9,4897.65,2324926.9,Lagos,Sea,62909824.48499999,Belgium,50.508308,4.351728
Ginger,Prime Agro Exports Nigeria Limited,Spain,2023-06-16,589,38608.54,2144.47,22740430.06,Lagos,Sea,82794855.7738,Spain,40.463831,-3.749225
Palm Oil,Solid Agro Nigeria Limited,Italy,2022-08-18,282,44740.94,5574.34,12616945.08,Lagos,Sea,249401211.4796,Italy,41.890238,12.496365
Sesame,Golden Farms Nigeria Limited,Switzerland,2022-05-13,137,15527.66,8331.52,2127289.42,Lagos,Sea,129369009.8432,Switzerland,46.818188,8.2275
Cocoa,Greenfield Agro Exporters Nigeria Limited,Denmark,2020-06-30,689,29393.13,3650.64,20251866.57,Lagos,Sea,107303736.1032,Denmark,56.2563,9.568083
Cassava,Solid Agro Nigeria Limited,Germany,2023-08-21,672,10006.54,8641.69,6724394.88,Port Harcourt,Sea,86473416.6526,Germany,51.165691,10.451526
Ginger,Prime Agro Exports Nigeria Limited,Italy,2023-01-10,435,41081.23,5890.73,17870335.05,Lagos,Sea,241998433.9979,Italy,41.890238,12.496365
Cocoa,Golden Farms Nigeria Limited,Austria,2020-01-24,847,19595.1,8836.62,16597049.7,Calabar,Sea,173154452.562,Austria,47.516236,14.550072
Plantain,Golden Farms Nigeria Limited,Italy,2023-10-13,872,12470.14,4780.03,10873962.08,Warri,Sea,59607643.30419999,Italy,41.890238,12.496365
Cassava,Nigeria Agro Export Company,Spain,2022-08-05,261,18757.63,2017.08,4895741.43,Lagos,Sea,37835640.3204,Spain,40.463831,-3.749225
Cassava,Prime Agro Exports Nigeria Limited,France,2023-06-30,206,23127.65,6971.83,4764295.9,Calabar,Sea,161242044.0995,France,48.856614,2.352221
Sesame,Nigeria Agro Export Company,Italy,2020-08-19,983,32503.8,5624.4,31951235.4,Lagos,Sea,182814372.72,Italy,41.890238,12.496365
Cassava,Farmgate Nigeria Limited,Belgium,2023-12-01,540,40199.84,9026.4,21707913.6,Lagos,Sea,362859835.77599996,Belgium,50.508308,4.351728
Rubber,Golden Farms Nigeria Limited,Belgium,2022-03-13,290,36322.87,9201.4,10533632.3,Lagos,Sea,334221256.018,Belgium,50.508308,4.351728
Sesame,Agro Allied Exporters Nigeria Limited,Switzerland,2022-06-27,776,37554.32,6300.28,29142152.32,Lagos,Sea,236602731.2096,Switzerland,46.818188,8.2275
Rubber,Nigerian Export Promotion Council (NEPC),Germany,2023-06-18,247,48726.71,2469.69,12035497.37,Lagos,Sea,120339868.4199,Germany,51.165691,10.451526
Sesame,Agriplus Nigeria Limited,France,2022-05-01,321,14556.35,5906.37,4672588.35,Lagos,Sea,85975188.9495,France,48.856614,2.352221
Rubber,Prime Agro Exports Nigeria Limited,Germany,2023-02-02,472,24963.59,3199.59,11782814.48,Lagos,Sea,79873252.9281,Germany,51.165691,10.451526
Cassava,Golden Farms Nigeria Limited,Denmark,2021-04-19,155,19830.81,9336.83,3073775.55,Lagos,Sea,185156901.7323,Denmark,56.2563,9.568083
Cassava,Agriplus Nigeria Limited,Austria,2021-07-22,394,10137.63,9407.81,3994226.22,Lagos,Sea,95372896.89029999,Austria,47.516236,14.550072
Cocoa,Nigerian Export Promotion Council (NEPC),Belgium,2020-03-27,435,15057.51,5455.6,6550016.85,Calabar,Sea,82147751.55600001,Belgium,50.508308,4.351728
Cashew,Golden Farms Nigeria Limited,Netherlands,2020-12-17,620,35549.32,2269.97,22040578.4,Port Harcourt,Sea,80695889.9204,Netherlands,52.377956,4.897976
Plantain,Golden Farms Nigeria Limited,France,2023-09-16,309,43808.94,3213.71,13536962.46,Lagos,Sea,140789228.5674,France,48.856614,2.352221
Cashew,Nigerian Export Promotion Council (NEPC),France,2020-11-08,898,21737.75,5661.66,19520499.5,Lagos,Sea,123071749.66499999,France,48.856614,2.352221
Cassava,Agriplus Nigeria Limited,Germany,2020-10-08,518,11462.7,9321.44,5937678.6,Warri,Sea,106848870.28800002,Germany,51.165691,10.451526
Cocoa,Nigeria Agro Export Company,Sweden,2023-09-20,264,49192.22,4003.23,12986746.08,Port Harcourt,Sea,196927770.87060001,Sweden,59.334732,18.057936
Sesame,Prime Agro Exports Nigeria Limited,Switzerland,2022-07-24,329,43020.95,6895.44,14153892.55,Calabar,Sea,296648379.46799994,Switzerland,46.818188,8.2275
Palm Oil,Solid Agro Nigeria Limited,Switzerland,2021-08-05,493,40539.5,2449.86,19985973.5,Lagos,Sea,99316099.47,Switzerland,46.818188,8.2275
Cashew,Agro Export Nigeria Ltd,Belgium,2022-08-14,884,49041.91,3226.31,43353048.44,Lagos,Sea,158224404.6521,Belgium,50.508308,4.351728
Palm Oil,Golden Farms Nigeria Limited,France,2020-01-07,656,15181.46,8490.12,9959037.76,Port Harcourt,Sea,128892417.1752,France,48.856614,2.352221
Cocoa,Greenfield Agro Exporters Nigeria Limited,Italy,2020-04-10,741,47745.33,7767.31,35379289.53,Lagos,Sea,370852779.16230005,Italy,41.890238,12.496365
Rubber,Nigerian Export Promotion Council (NEPC),Spain,2023-10-02,558,27269.5,7661.93,15216381.0,Lagos,Sea,208937000.13500002,Spain,40.463831,-3.749225
Ginger,Golden Farms Nigeria Limited,Belgium,2020-01-13,967,22317.21,8745.61,21580742.07,Calabar,Sea,195177614.9481,Belgium,50.508308,4.351728
Cocoa,Solid Agro Nigeria Limited,Spain,2023-05-23,708,34554.94,4062.57,24464897.52,Lagos,Sea,140381862.5958,Spain,40.463831,-3.749225
Cassava,Farmgate Nigeria Limited,Switzerland,2022-10-11,150,23193.26,4943.25,3478989.0,Warri,Sea,114650082.49499999,Switzerland,46.818188,8.2275
Cassava,Prime Agro Exports Nigeria Limited,Germany,2021-12-25,584,44793.37,7045.51,26159328.08,Lagos,Sea,315592136.2687,Germany,51.165691,10.451526
Cocoa,Solid Agro Nigeria Limited,Austria,2022-07-18,357,46900.29,2786.12,16743403.53,Port Harcourt,Sea,130669835.97479999,Austria,47.516236,14.550072
Ginger,Greenfield Agro Exporters Nigeria Limited,Sweden,2023-09-25,877,30508.22,7705.96,26755708.94,Lagos,Sea,235095122.9912,Sweden,59.334732,18.057936
Cassava,Solid Agro Nigeria Limited,Italy,2023-11-22,118,48123.38,4260.18,5678558.84,Lagos,Sea,205014261.0084,Italy,41.890238,12.496365
Plantain,Agro Export Nigeria Ltd,Spain,2020-05-18,347,23501.68,4710.34,8155082.96,Lagos,Sea,110700903.37120001,Spain,40.463831,-3.749225
Cashew,Nigeria Agro Export Company,Sweden,2021-08-06,195,22573.75,8379.05,4401881.25,Lagos,Sea,189146579.93749997,Sweden,59.334732,18.057936
Cocoa,Agro Export Nigeria Ltd,Italy,2020-04-20,276,35183.88,7272.88,9710750.88,Port Harcourt,Sea,255888137.17439997,Italy,41.890238,12.496365
Palm Oil,Nigeria Agro Export Company,Austria,2020-01-20,489,28847.43,7921.57,14106393.27,Lagos,Sea,228516936.06509998,Austria,47.516236,14.550072
Cocoa,Farmgate Nigeria Limited,Austria,2023-09-16,989,31752.95,7600.6,31403667.55,Warri,Sea,241341471.77,Austria,47.516236,14.550072
Cocoa,Agro Allied Exporters Nigeria Limited,Germany,2021-03-24,564,23783.54,5997.33,13413916.56,Warri,Sea,142637737.94820002,Germany,51.165691,10.451526
Cocoa,Agriplus Nigeria Limited,Italy,2020-07-31,410,42063.46,8620.2,17246018.6,Port Harcourt,Sea,362595437.892,Italy,41.890238,12.496365
Ginger,Nigerian Export Promotion Council (NEPC),Sweden,2023-02-02,794,22692.69,4559.66,18017995.86,Lagos,Sea,103470950.8854,Sweden,59.334732,18.057936
Cassava,Agriplus Nigeria Limited,Austria,2022-05-17,780,22739.59,2869.67,17736880.2,Lagos,Sea,65255119.235300004,Austria,47.516236,14.550072
Cocoa,Golden Farms Nigeria Limited,Denmark,2020-09-02,997,23337.7,5441.12,23267686.9,Lagos,Sea,126983226.224,Denmark,56.2563,9.568083
Sesame,Agro Allied Exporters Nigeria Limited,Switzerland,2023-05-07,248,30929.2,2548.66,7670441.6,Lagos,Sea,78828014.872,Switzerland,46.818188,8.2275
Sesame,Nigerian Export Promotion Council (NEPC),Italy,2022-05-23,471,38081.7,8208.72,17936480.7,Calabar,Sea,312602012.42399997,Italy,41.890238,12.496365
Cassava,Solid Agro Nigeria Limited,Switzerland,2023-11-26,939,47201.02,6623.62,44321757.78,Lagos,Sea,312641620.09239995,Switzerland,46.818188,8.2275
Cocoa,Nigerian Export Promotion Council (NEPC),Italy,2021-12-31,544,31992.21,6314.66,17403762.24,Warri,Sea,202019928.7986,Italy,41.890238,12.496365
Cocoa,Agriplus Nigeria Limited,Germany,2020-03-13,644,11922.17,2972.84,7677877.48,Lagos,Sea,35442703.8628,Germany,51.165691,10.451526
Sesame,Agro Export Nigeria Ltd,Denmark,2020-06-25,341,41425.59,9653.47,14126126.19,Lagos,Sea,399900690.2972999,Denmark,56.2563,9.568083
Palm Oil,Agriplus Nigeria Limited,Switzerland,2022-11-04,961,35793.54,2956.63,34397591.94,Lagos,Sea,105828254.1702,Switzerland,46.818188,8.2275
Sesame,Prime Agro Exports Nigeria Limited,Belgium,2021-02-16,719,31328.17,4687.24,22524954.23,Lagos,Sea,146842651.5508,Belgium,50.508308,4.351728
Ginger,Greenfield Agro Exporters Nigeria Limited,France,2021-07-30,350,47157.35,3777.28,16505072.5,Lagos,Sea,178126515.00800002,France,48.856614,2.352221
Palm Oil,Prime Agro Exports Nigeria Limited,Germany,2022-12-19,387,48052.05,4922.24,18596143.35,Warri,Sea,236523722.592,Germany,51.165691,10.451526
Plantain,Farmgate Nigeria Limited,Netherlands,2023-08-23,199,23511.99,4799.4,4678886.01,Lagos,Sea,112843444.806,Netherlands,52.377956,4.897976
Cashew,Farmgate Nigeria Limited,Austria,2022-02-26,687,33342.97,6500.51,22906620.39,Lagos,Sea,216746309.9147,Austria,47.516236,14.550072
Sesame,Farmgate Nigeria Limited,Netherlands,2020-10-30,452,12026.68,3115.04,5436059.36,Lagos,Sea,37463589.2672,Netherlands,52.377956,4.897976
Palm Oil,Agro Export Nigeria Ltd,France,2022-02-08,659,49156.21,8159.59,32393942.39,Lagos,Sea,401094519.5539,France,48.856614,2.352221
Plantain,Greenfield Agro Exporters Nigeria Limited,Switzerland,2021-10-25,575,10306.64,4159.79,5926318.0,Lagos,Sea,42873458.0056,Switzerland,46.818188,8.2275
Cashew,Agro Export Nigeria Ltd,France,2023-11-11,608,26360.69,9315.67,16027299.52,Lagos,Sea,245567489.01229998,France,48.856614,2.352221
Plantain,Solid Agro Nigeria Limited,Germany,2022-06-15,825,44517.66,7496.94,36727069.5,Lagos,Sea,333746225.9604,Germany,51.165691,10.451526
Cocoa,Prime Agro Exports Nigeria Limited,Belgium,2023-09-21,499,39950.24,6053.8,19935169.76,Lagos,Sea,241850762.912,Belgium,50.508308,4.351728
Sesame,Agro Export Nigeria Ltd,Austria,2023-10-22,410,23384.86,9149.14,9587792.6,Port Harcourt,Sea,213951358.0204,Austria,47.516236,14.550072
Plantain,Nigeria Agro Export Company,Spain,2020-08-13,743,26050.96,3800.89,19355863.28,Lagos,Sea,99016833.3544,Spain,40.463831,-3.749225
Cashew,Agro Export Nigeria Ltd,Switzerland,2023-05-03,600,35084.68,5515.51,21050808.0,Warri,Sea,193509903.38680002,Switzerland,46.818188,8.2275
Palm Oil,Farmgate Nigeria Limited,Belgium,2020-09-04,851,33435.72,7910.73,28453797.72,Lagos,Sea,264500953.2756,Belgium,50.508308,4.351728
Rubber,Agro Allied Exporters Nigeria Limited,Germany,2020-02-05,435,19481.19,4810.38,8474317.65,Warri,Sea,93711926.75219999,Germany,51.165691,10.451526
Sesame,Solid Agro Nigeria Limited,Austria,2023-08-05,797,19485.29,3002.8,15529776.13,Lagos,Sea,58510428.81200001,Austria,47.516236,14.550072
Cashew,Agro Export Nigeria Ltd,Belgium,2023-05-28,653,43827.24,5249.1,28619187.72,Lagos,Sea,230053565.484,Belgium,50.508308,4.351728
Cassava,Nigeria Agro Export Company,Sweden,2020-03-20,137,22503.47,4193.51,3082975.39,Lagos,Sea,94368526.47970001,Sweden,59.334732,18.057936
Rubber,Nigerian Export Promotion Council (NEPC),Belgium,2020-04-14,558,36199.92,5054.37,20199555.36,Port Harcourt,Sea,182967789.65039998,Belgium,50.508308,4.351728
Ginger,Prime Agro Exports Nigeria Limited,Germany,2023-07-30,315,48540.47,2187.98,15290248.05,Lagos,Sea,106205577.5506,Germany,51.165691,10.451526
Cassava,Golden Farms Nigeria Limited,Switzerland,2021-06-08,506,37983.2,5305.54,19219499.2,Calabar,Sea,201521386.92799997,Switzerland,46.818188,8.2275
Plantain,Solid Agro Nigeria Limited,Netherlands,2020-12-30,574,13194.29,8175.79,7573522.46,Warri,Sea,107873744.23910001,Netherlands,52.377956,4.897976
Plantain,Agro Export Nigeria Ltd,Spain,2023-06-09,744,17166.97,7770.71,12772225.68,Warri,Sea,133399545.44870001,Spain,40.463831,-3.749225
Sesame,Nigeria Agro Export Company,Belgium,2023-04-02,230,46533.71,4092.35,10702753.3,Warri,Sea,190432228.1185,Belgium,50.508308,4.351728
Cashew,Farmgate Nigeria Limited,France,2021-12-24,634,40807.39,9589.53,25871885.26,Lagos,Sea,391323690.62670004,France,48.856614,2.352221
Rubber,Nigerian Export Promotion Council (NEPC),Spain,2022-01-28,654,30960.47,9761.35,20248147.38,Lagos,Sea,302215983.8345,Spain,40.463831,-3.749225
Cashew,Nigeria Agro Export Company,Spain,2023-12-20,490,23893.95,5788.54,11708035.5,Calabar,Sea,138311085.333,Spain,40.463831,-3.749225
Ginger,Solid Agro Nigeria Limited,Denmark,2022-05-08,825,42082.19,5341.84,34717806.75,Lagos,Sea,224796325.8296,Denmark,56.2563,9.568083
Rubber,Agriplus Nigeria Limited,Switzerland,2022-10-03,722,46749.58,4146.22,33753196.76,Warri,Sea,193834043.58760002,Switzerland,46.818188,8.2275
Ginger,Golden Farms Nigeria Limited,Belgium,2022-07-02,313,21553.66,7531.22,6746295.58,Warri,Sea,162325355.26520002,Belgium,50.508308,4.351728
Cassava,Agro Export Nigeria Ltd,Germany,2022-03-29,337,15499.43,3381.24,5223307.91,Lagos,Sea,52407292.6932,Germany,51.165691,10.451526
Plantain,Farmgate Nigeria Limited,Belgium,2021-07-07,626,42679.03,7839.31,26717072.78,Calabar,Sea,334574146.6693,Belgium,50.508308,4.351728
Ginger,Agro Export Nigeria Ltd,Germany,2023-01-28,391,40770.5,4126.14,15941265.5,Port Harcourt,Sea,168224790.87,Germany,51.165691,10.451526
Cashew,Agriplus Nigeria Limited,Denmark,2020-05-10,445,20520.44,6305.29,9131595.8,Lagos,Sea,129387325.12759998,Denmark,56.2563,9.568083
Cashew,Prime Agro Exports Nigeria Limited,Switzerland,2021-06-26,627,28634.29,6333.2,17953699.83,Warri,Sea,181346685.428,Switzerland,46.818188,8.2275
Palm Oil,Agro Allied Exporters Nigeria Limited,Sweden,2020-02-20,298,29848.18,2491.82,8894757.64,Calabar,Sea,74376291.8876,Sweden,59.334732,18.057936
Rubber,Farmgate Nigeria Limited,Germany,2022-01-14,579,46260.7,3869.83,26784945.3,Calabar,Sea,179021044.681,Germany,51.165691,10.451526
Plantain,Nigeria Agro Export Company,France,2021-02-14,415,45905.28,7271.19,19050691.2,Lagos,Sea,333786012.8832,France,48.856614,2.352221
Palm Oil,Solid Agro Nigeria Limited,Germany,2021-11-24,840,49351.45,4574.66,41455218.0,Lagos,Sea,225766104.25699997,Germany,51.165691,10.451526
Plantain,Nigeria Agro Export Company,Italy,2021-02-26,376,35980.93,7571.43,13528829.68,Lagos,Sea,272427092.8299,Italy,41.890238,12.496365
Sesame,Agro Allied Exporters Nigeria Limited,Switzerland,2022-09-28,969,33912.2,6646.6,32860921.8,Lagos,Sea,225400828.51999998,Switzerland,46.818188,8.2275
Ginger,Farmgate Nigeria Limited,Denmark,2020-06-16,647,40768.56,8852.05,26377258.32,Port Harcourt,Sea,360885331.548,Denmark,56.2563,9.568083
Cashew,Farmgate Nigeria Limited,Denmark,2021-12-23,188,38387.23,9785.67,7216799.24,Calabar,Sea,375644764.99410003,Denmark,56.2563,9.568083
Sesame,Nigerian Export Promotion Council (NEPC),Belgium,2023-01-04,108,34228.64,9645.39,3696693.12,Lagos,Sea,330148581.96959996,Belgium,50.508308,4.351728
Cassava,Agriplus Nigeria Limited,Denmark,2021-03-16,275,21247.69,5273.59,5843114.75,Lagos,Sea,112051605.5071,Denmark,56.2563,9.568083
Sesame,Nigerian Export Promotion Council (NEPC),Spain,2023-08-13,234,43772.23,6472.47,10242701.82,Lagos,Sea,283314445.50810003,Spain,40.463831,-3.749225
Cocoa,Golden Farms Nigeria Limited,Netherlands,2022-06-07,181,46007.28,9692.49,8327317.68,Lagos,Sea,445925101.3272,Netherlands,52.377956,4.897976
Sesame,Greenfield Agro Exporters Nigeria Limited,Belgium,2021-12-03,750,48870.19,9474.77,36652642.5,Lagos,Sea,463033810.10630006,Belgium,50.508308,4.351728
Cassava,Prime Agro Exports Nigeria Limited,Austria,2023-02-17,611,21839.94,7020.58,13344203.34,Calabar,Sea,153329045.96519998,Austria,47.516236,14.550072
Cassava,Greenfield Agro Exporters Nigeria Limited,Denmark,2021-04-02,541,49593.68,5788.97,26830180.88,Lagos,Sea,287096325.70960003,Denmark,56.2563,9.568083
Palm Oil,Agriplus Nigeria Limited,Austria,2020-11-27,641,36577.96,7500.75,23446472.36,Warri,Sea,274362133.46999997,Austria,47.516236,14.550072
Plantain,Nigerian Export Promotion Council (NEPC),France,2020-07-15,250,19006.96,8307.68,4751740.0,Port Harcourt,Sea,157903741.4528,France,48.856614,2.352221
Plantain,Nigeria Agro Export Company,Austria,2022-12-23,354,29803.5,8893.66,10550439.0,Warri,Sea,265062195.81,Austria,47.516236,14.550072
Rubber,Prime Agro Exports Nigeria Limited,Belgium,2022-07-25,304,35413.74,2594.73,10765776.96,Lagos,Sea,91889093.59019999,Belgium,50.508308,4.351728
Plantain,Nigeria Agro Export Company,Italy,2020-03-02,121,49472.48,2772.91,5986170.08,Calabar,Sea,137182734.51680002,Italy,41.890238,12.496365
Plantain,Nigeria Agro Export Company,Austria,2022-01-10,609,26243.24,2186.16,15982133.16,Port Harcourt,Sea,57371921.5584,Austria,47.516236,14.550072
Ginger,Agro Export Nigeria Ltd,Switzerland,2020-03-05,303,16552.77,2426.7,5015489.31,Lagos,Sea,40168606.959,Switzerland,46.818188,8.2275
Cocoa,Farmgate Nigeria Limited,Netherlands,2022-05-26,651,23667.26,6606.14,15407386.26,Lagos,Sea,156349232.9764,Netherlands,52.377956,4.897976
Rubber,Farmgate Nigeria Limited,Italy,2020-10-20,860,47901.59,9626.54,41195367.4,Port Harcourt,Sea,461126572.1986,Italy,41.890238,12.496365
Cassava,Nigerian Export Promotion Council (NEPC),France,2020-10-07,144,19564.37,9750.77,2817269.28,Lagos,Sea,190767672.0649,France,48.856614,2.352221
Plantain,Nigerian Export Promotion Council (NEPC),Italy,2023-06-19,878,38183.62,5032.49,33525218.36,Lagos,Sea,192158685.8138,Italy,41.890238,12.496365
Plantain,Prime Agro Exports Nigeria Limited,Sweden,2020-03-13,910,34668.65,3347.95,31548471.5,Calabar,Sea,116068906.7675,Sweden,59.334732,18.057936
Cashew,Greenfield Agro Exporters Nigeria Limited,Sweden,2023-12-30,128,13118.57,7901.12,1679176.96,Lagos,Sea,103651395.7984,Sweden,59.334732,18.057936
Rubber,Greenfield Agro Exporters Nigeria Limited,Belgium,2021-08-04,424,15631.78,6918.65,6627874.72,Lagos,Sea,108150814.697,Belgium,50.508308,4.351728
Ginger,Nigerian Export Promotion Council (NEPC),Sweden,2020-12-15,824,25390.88,8773.0,20922085.12,Lagos,Sea,222754190.24,Sweden,59.334732,18.057936
Sesame,Greenfield Agro Exporters Nigeria Limited,France,2021-05-29,386,12324.08,8623.86,4757094.88,Lagos,Sea,106281140.5488,France,48.856614,2.352221
Cashew,Agro Allied Exporters Nigeria Limited,Belgium,2022-12-22,197,32460.96,3462.01,6394809.12,Lagos,Sea,112380168.1296,Belgium,50.508308,4.351728
Palm Oil,Golden Farms Nigeria Limited,Italy,2022-07-30,493,39934.19,4981.33,19687555.67,Calabar,Sea,198925378.67270002,Italy,41.890238,12.496365
Plantain,Farmgate Nigeria Limited,Italy,2021-04-16,337,46796.4,3985.16,15770386.8,Port Harcourt,Sea,186491141.424,Italy,41.890238,12.496365
Cashew,Farmgate Nigeria Limited,Spain,2020-09-01,747,32440.35,7368.96,24232941.45,Lagos,Sea,239051641.53599998,Spain,40.463831,-3.749225
Cassava,Prime Agro Exports Nigeria Limited,Switzerland,2020-05-10,871,41177.0,9144.43,35865167.0,Lagos,Sea,376540194.11,Switzerland,46.818188,8.2275
Palm Oil,Agriplus Nigeria Limited,Sweden,2020-07-26,396,29664.0,6786.45,11746944.0,Port Harcourt,Sea,201313252.79999998,Sweden,59.334732,18.057936
Cassava,Agro Export Nigeria Ltd,Netherlands,2023-05-15,684,19040.76,4601.97,13023879.84,Warri,Sea,87625006.2972,Netherlands,52.377956,4.897976
Ginger,Agro Export Nigeria Ltd,Netherlands,2023-07-10,996,17208.42,6502.15,17139586.32,Lagos,Sea,111891728.10299999,Netherlands,52.377956,4.897976
Sesame,Agro Export Nigeria Ltd,France,2023-11-24,924,40546.5,6374.24,37464966.0,Calabar,Sea,258453122.16,France,48.856614,2.352221
Palm Oil,Prime Agro Exports Nigeria Limited,Belgium,2022-07-09,485,25387.8,8532.36,12313083.0,Lagos,Sea,216617849.208,Belgium,50.508308,4.351728
Cashew,Agriplus Nigeria Limited,France,2022-07-28,985,17927.04,2110.33,17658134.4,Lagos,Sea,37831970.3232,France,48.856614,2.352221
Palm Oil,Farmgate Nigeria Limited,Spain,2020-10-19,395,16150.3,9981.99,6379368.5,Lagos,Sea,161212133.097,Spain,40.463831,-3.749225
Cashew,Solid Agro Nigeria Limited,Austria,2020-06-29,585,36047.54,7586.5,21087810.9,Lagos,Sea,273474662.21,Austria,47.516236,14.550072
Palm Oil,Agro Allied Exporters Nigeria Limited,Belgium,2020-07-06,579,24022.55,4183.58,13909056.45,Port Harcourt,Sea,100500259.729,Belgium,50.508308,4.351728
Rubber,Nigerian Export Promotion Council (NEPC),Denmark,2020-02-28,712,46468.26,4600.33,33085401.12,Lagos,Sea,213769330.52580002,Denmark,56.2563,9.568083
Rubber,Agro Allied Exporters Nigeria Limited,Italy,2020-05-03,310,49484.99,3040.11,15340346.9,Lagos,Sea,150439812.9489,Italy,41.890238,12.496365
Cashew,Agriplus Nigeria Limited,Germany,2021-06-18,496,16337.54,7374.32,8103419.84,Port Harcourt,Sea,120478247.9728,Germany,51.165691,10.451526
Ginger,Agro Export Nigeria Ltd,Belgium,2023-03-10,699,26065.73,7877.61,18219945.27,Lagos,Sea,205335655.3053,Belgium,50.508308,4.351728
